customer_id,age,income,credit_score,account_balance,transaction_count,days_since_last_transaction,customer_segment,region,product_interest,registration_date,email_domain,phone_verified,marketing_opt_in,customer_feedback,churn
164,79,59174.203431180256,356.0,1060.5155438972029,12,18.119773204144952,Standard,North,Insurance,2020-08-26 05:14:14.054054052,outlook.com,True,True,Love the new mobile app features!,0
165,41,63067.994758297726,319.0,1855.9310411713266,5,9.649763912474999,Premium,North,Investment,2020-08-27 16:18:44.324324324,company.com,True,True,Account management is confusing.,0
166,54,24177.51222102588,572.0,6578.708616038416,5,17.56086840561373,Basic,North,Loans,2020-08-29 03:23:14.594594592,company.com,True,False,Overall positive experience.,0
167,52,44519.11285537941,418.0,5117.091717447627,8,3.040164150864986,Standard,West,Insurance,2020-08-30 14:27:44.864864864,yahoo.com,True,False,Website is hard to navigate.,0
168,61,62162.27782436667,815.0,2688.791234842936,13,6.166796960378509,Standard,South,Loans,2020-09-01 01:32:15.135135136,yahoo.com,True,True,Would recommend to others.,0
169,57,84185.84989459244,520.0,7116.222207135143,7,6.390690611593791,Premium,North,Cards,2020-09-02 12:36:45.405405404,yahoo.com,True,True,Would recommend to others.,0
170,39,66498.00372257468,825.0,4703.3143159747315,10,2.056475299221926,Standard,Central,Insurance,2020-09-03 23:41:15.675675676,yahoo.com,True,True,Website is hard to navigate.,0
171,44,85447.55973955191,814.0,11318.783806043013,8,20.66993259627609,Premium,Central,Insurance,2020-09-05 10:45:45.945945944,company.com,True,False,"Great service, very satisfied!",0
172,52,42032.53219646103,635.0,8519.47787998248,13,10.06926057354017,Standard,Central,Insurance,2020-09-06 21:50:16.216216216,outlook.com,True,False,Customer service was helpful and friendly.,0
173,18,55003.80984495286,354.0,1457.2030083372645,10,19.411038857030654,Standard,Central,Loans,2020-09-08 08:54:46.486486484,gmail.com,True,True,Excellent products and fast delivery!,0
174,52,66114.70599052237,799.0,1583.4167171353567,3,9.385979699970747,Basic,East,Loans,2020-09-09 19:59:16.756756756,yahoo.com,True,True,Overall positive experience.,0
175,54,20000.0,835.0,669.6943827020077,16,5.9103499446769305,Standard,West,Cards,2020-09-11 07:03:47.027027028,yahoo.com,True,True,Overall positive experience.,1
176,64,80216.06436229052,461.0,2054.635430827455,8,8.682283636919225,Premium,South,Investment,2020-09-12 18:08:17.297297296,company.com,False,True,Overall positive experience.,0
177,31,20000.0,458.0,38464.19758366959,11,4.716252521445831,Premium,South,Investment,2020-09-14 05:12:47.567567568,yahoo.com,True,False,Would recommend to others.,0
178,20,69938.80136556807,,2602.2856964076122,10,12.296234807343536,Standard,North,Loans,2020-09-15 16:17:17.837837836,outlook.com,False,True,Account management is confusing.,0
179,18,63736.635810852924,359.0,1245.4387688096103,15,12.435388735445132,Premium,East,Insurance,2020-09-17 03:21:48.108108108,outlook.com,True,True,"Poor customer support, disappointed.",0
180,22,20000.0,618.0,7187.577963689662,10,4.0551068354645565,Premium,South,Investment,2020-09-18 14:26:18.378378376,yahoo.com,True,True,Overall positive experience.,0
181,43,20000.0,510.0,3909.5750793275975,14,14.358276254458143,Basic,West,Investment,2020-09-20 01:30:48.648648648,company.com,True,True,Website is hard to navigate.,0
182,72,78649.63834905012,705.0,810.2507823977464,16,14.284631623579036,Premium,Central,Loans,2020-09-21 12:35:18.918918920,yahoo.com,True,True,Billing issues need to be resolved.,0
183,31,74294.44119373096,408.0,2395.744045379787,8,5.734696510113968,Basic,North,Cards,2020-09-22 23:39:49.189189188,yahoo.com,True,True,Not happy with the pricing structure.,0
184,56,32382.727110234784,375.0,2676.1868659091397,10,7.214999001911069,Premium,West,Loans,2020-09-24 10:44:19.459459460,company.com,True,False,Love the new mobile app features!,0
185,44,32362.422099118714,841.0,7008.6585422604785,8,12.65139029182343,Basic,South,Loans,2020-09-25 21:48:49.729729728,outlook.com,False,False,Not happy with the pricing structure.,1
186,26,60252.099447524415,613.0,104.44006191632722,8,2.68875087623056,Standard,East,Insurance,2020-09-27 08:53:20.000000000,gmail.com,False,False,Website is hard to navigate.,0
187,32,49745.11699023264,416.0,1566.8434809930843,10,16.41549307612428,Basic,North,Loans,2020-09-28 19:57:50.270270268,yahoo.com,True,True,Website is hard to navigate.,0
188,32,71087.90431698228,318.0,3644.8698317108706,6,16.243120472509936,Premium,South,Insurance,2020-09-30 07:02:20.540540540,outlook.com,False,False,Billing issues need to be resolved.,0
189,43,59591.618488661734,731.0,15728.5040015823,10,15.232723036316678,Basic,North,Cards,2020-10-01 18:06:50.810810808,yahoo.com,False,False,"Average experience, could be better.",0
190,59,81660.6158791307,649.0,4950.144500401609,14,5.52373564786838,Basic,South,Insurance,2020-10-03 05:11:21.081081080,gmail.com,False,True,"Great service, very satisfied!",0
191,77,69401.55555827453,482.0,3287.621189628859,25,15.40666272562097,Standard,Central,Cards,2020-10-04 16:15:51.351351352,company.com,True,True,"Poor customer support, disappointed.",0
192,30,64415.46098281155,412.0,2244.814763711533,11,7.024333658715721,Standard,East,Cards,2020-10-06 03:20:21.621621620,outlook.com,True,True,Account management is confusing.,0
193,68,42957.50559392652,482.0,14900.143795522357,10,17.83825860132978,Basic,Central,Cards,2020-10-07 14:24:51.891891892,gmail.com,True,True,Customer service was helpful and friendly.,0
194,49,41493.575316763105,780.0,5000.5292823493555,9,3.8315858847404933,Premium,South,Loans,2020-10-09 01:29:22.162162160,yahoo.com,True,False,Overall positive experience.,0
195,56,48964.82030589398,445.0,695.9734070311077,12,9.911487056997153,Standard,West,Insurance,2020-10-10 12:33:52.432432432,gmail.com,False,True,Overall positive experience.,0
196,66,86818.86139874416,,4105.944885346279,7,2.5032391306850283,Basic,Central,Investment,2020-10-11 23:38:22.702702700,outlook.com,True,True,Account management is confusing.,0
197,69,41874.505412204315,775.0,7587.299417710641,8,5.002361696568133,Standard,West,Loans,2020-10-13 10:42:52.972972972,company.com,True,True,Billing issues need to be resolved.,0
198,78,55210.579741480324,602.0,6163.399653691298,8,4.564631314804923,Premium,South,Cards,2020-10-14 21:47:23.243243244,yahoo.com,False,True,"Average experience, could be better.",0
199,49,20000.0,417.0,944.2494762663651,12,4.91140821381888,Standard,East,Investment,2020-10-16 08:51:53.513513512,company.com,True,True,Overall positive experience.,1
200,21,63516.17460088161,460.0,17953.321859064486,11,4.022855617813167,Basic,West,Loans,2020-10-17 19:56:23.783783784,company.com,False,True,"Poor customer support, disappointed.",0
201,47,95143.9656218628,700.0,2978.411580117349,7,5.678752369347302,Premium,South,Investment,2020-10-19 07:00:54.054054052,gmail.com,True,True,Would recommend to others.,0
202,54,31327.237814741504,497.0,865.9667520730634,9,3.910158524017736,Standard,West,Cards,2020-10-20 18:05:24.324324324,gmail.com,True,False,"Great service, very satisfied!",1
203,40,113488.84274253517,559.0,993.448458848002,5,19.040516593124,Premium,Central,Investment,2020-10-22 05:09:54.594594592,outlook.com,True,False,"Poor customer support, disappointed.",0
204,56,53644.81209313307,346.0,517.0065817643674,8,2.351838237163556,Basic,South,Investment,2020-10-23 16:14:24.864864864,outlook.com,True,False,"Average experience, could be better.",0
205,62,20000.0,698.0,8135.925034022526,12,7.762015601721991,Premium,Central,Cards,2020-10-25 03:18:55.135135136,company.com,True,False,Website is hard to navigate.,0
206,32,42289.23520064178,377.0,650.7170876201749,6,8.771752319770531,Standard,North,Investment,2020-10-26 14:23:25.405405404,outlook.com,False,False,"Poor customer support, disappointed.",0
207,60,76608.77126538166,423.0,668.3727694537353,14,4.1811075374428865,Standard,South,Loans,2020-10-28 01:27:55.675675676,company.com,False,False,Not happy with the pricing structure.,0
208,46,89986.34412499607,374.0,9501.345181767627,14,7.941884978159265,Basic,West,Investment,2020-10-29 12:32:25.945945944,yahoo.com,True,False,"Poor customer support, disappointed.",0
209,53,64361.97096503367,436.0,2112.5788736442305,11,19.050738771959306,Basic,North,Insurance,2020-10-30 23:36:56.216216216,company.com,True,False,Website is hard to navigate.,0
210,30,81351.88841757935,699.0,156.72018130629934,8,19.393641439936864,Premium,Central,Loans,2020-11-01 10:41:26.486486484,outlook.com,False,True,Overall positive experience.,0
211,49,26444.289170152933,804.0,266.4516963978728,10,7.7884889896040574,Standard,Central,Investment,2020-11-02 21:45:56.756756756,outlook.com,True,True,Love the new mobile app features!,1
212,24,36394.76825612184,799.0,766.7492753045216,8,9.25156811741098,Basic,West,Insurance,2020-11-04 08:50:27.027027028,company.com,True,False,Love the new mobile app features!,0
213,76,20000.0,437.0,1200.1348117020557,15,21.137498975030997,Standard,North,Insurance,2020-11-05 19:54:57.297297296,gmail.com,False,True,Love the new mobile app features!,0
214,68,37898.738480161934,349.0,5470.306215596158,8,10.817903560166096,Standard,East,Insurance,2020-11-07 06:59:27.567567568,company.com,False,True,Overall positive experience.,0
215,39,65238.37972871333,553.0,855.8772108376705,12,16.3949233921479,Basic,West,Investment,2020-11-08 18:03:57.837837836,company.com,True,True,Billing issues need to be resolved.,0
216,45,54253.11524766038,725.0,632.7754396371521,9,2.3492617114731957,Basic,Central,Cards,2020-11-10 05:08:28.108108108,gmail.com,True,True,"Great service, very satisfied!",0
217,19,67356.98073326364,846.0,7234.8766789915235,13,3.9689107148483647,Standard,South,Insurance,2020-11-11 16:12:58.378378376,yahoo.com,True,False,Account management is confusing.,0
218,59,31269.719650065268,601.0,5559.327891923878,11,2.632163341684093,Standard,North,Cards,2020-11-13 03:17:28.648648648,gmail.com,True,True,"Great service, very satisfied!",0
219,62,32489.499463762666,648.0,2857.5177791518613,14,22.539714229102145,Standard,East,Loans,2020-11-14 14:21:58.918918916,outlook.com,False,True,Overall positive experience.,0
220,79,54092.204190498254,348.0,3984.8751509765034,7,3.6580696745594237,Premium,South,Cards,2020-11-16 01:26:29.189189188,gmail.com,False,True,"Poor customer support, disappointed.",0
221,74,37947.04389389369,373.0,1869.7160752438922,8,8.808810014548856,Basic,North,Cards,2020-11-17 12:30:59.459459460,outlook.com,True,False,Would recommend to others.,0
222,70,76036.9833632019,560.0,3293.7328294597432,6,10.391189698598943,Basic,West,Cards,2020-11-18 23:35:29.729729728,outlook.com,True,True,Customer service was helpful and friendly.,0
223,23,37451.62231245046,655.0,3532.9116364099345,10,6.672774264557857,Basic,West,Cards,2020-11-20 10:40:00.000000000,company.com,False,False,"Great service, very satisfied!",0
224,45,40092.21514137506,559.0,2448.887417592576,7,2.843753951245766,Premium,North,Cards,2020-11-21 21:44:30.270270268,company.com,True,False,Not happy with the pricing structure.,0
225,45,58376.788277369735,594.0,11852.832238620325,7,22.839561914309733,Standard,East,Loans,2020-11-23 08:49:00.540540540,yahoo.com,True,True,Not happy with the pricing structure.,0
226,61,42214.236165450144,612.0,80.96127410999571,10,11.064646355742864,Standard,North,Loans,2020-11-24 19:53:30.810810808,outlook.com,False,True,Excellent products and fast delivery!,0
227,61,25301.11212925173,481.0,7620.230677285029,10,15.61207683049092,Standard,South,Cards,2020-11-26 06:58:01.081081080,company.com,True,True,Would recommend to others.,0
228,37,28012.883503358225,663.0,664.1315276632889,14,7.836724236898735,Basic,South,Cards,2020-11-27 18:02:31.351351352,outlook.com,True,False,Not happy with the pricing structure.,1
229,47,60755.31916813911,487.0,67173.79260455142,9,4.822157390314975,Premium,West,Insurance,2020-11-29 05:07:01.621621620,yahoo.com,True,False,Account management is confusing.,0
230,79,22825.769708758795,842.0,4784.416832204384,10,20.724648288503793,Standard,North,Loans,2020-11-30 16:11:31.891891892,outlook.com,True,True,"Great service, very satisfied!",0
231,28,77943.28855097623,847.0,9266.411620272833,13,4.907535873837948,Standard,West,Investment,2020-12-02 03:16:02.162162160,yahoo.com,True,True,Would recommend to others.,0
232,75,36192.014313965,707.0,513.0123109369799,14,7.3318851851290585,Basic,East,Loans,2020-12-03 14:20:32.432432432,yahoo.com,True,True,Would recommend to others.,0
233,72,62324.31633936122,713.0,4093.332454467554,9,8.413054387639749,Basic,South,Investment,2020-12-05 01:25:02.702702700,yahoo.com,False,False,Customer service was helpful and friendly.,0
234,45,37391.74751940732,641.0,3476.626557450918,12,4.724505217086602,Basic,Central,Insurance,2020-12-06 12:29:32.972972972,company.com,True,True,Website is hard to navigate.,0
235,42,31695.172400072697,519.0,6124.164062638711,11,14.214380620264421,Standard,Central,Cards,2020-12-07 23:34:03.243243244,gmail.com,True,True,Love the new mobile app features!,0
236,56,54922.07364580364,462.0,3820.9667061620266,14,16.592876705631284,Premium,North,Insurance,2020-12-09 10:38:33.513513512,gmail.com,True,True,"Poor customer support, disappointed.",0
237,79,,519.0,3890.6347547546548,7,7.8141582241057295,Standard,North,Cards,2020-12-10 21:43:03.783783784,company.com,True,False,Website is hard to navigate.,0
238,50,287593.2798369325,569.0,2807.0514918233707,10,3.8466523996797686,Standard,Central,Loans,2020-12-12 08:47:34.054054052,outlook.com,True,False,Customer service was helpful and friendly.,0
239,18,48690.4529248508,699.0,1846.8793299193771,7,2.016771760125772,Standard,North,Cards,2020-12-13 19:52:04.324324324,company.com,True,True,Billing issues need to be resolved.,0
240,74,66148.34722165602,481.0,3291.452584516,15,7.007225532947192,Standard,South,Investment,2020-12-15 06:56:34.594594592,outlook.com,True,False,Love the new mobile app features!,0
241,44,66810.54500503113,504.0,630.6080436990482,10,16.91676467191635,Standard,East,Investment,2020-12-16 18:01:04.864864864,yahoo.com,True,True,Would recommend to others.,0
242,79,49230.16559960518,527.0,16287.2178240755,8,6.70153269714043,Standard,East,Insurance,2020-12-18 05:05:35.135135136,company.com,False,False,Excellent products and fast delivery!,0
243,74,41130.40215029422,549.0,6266.003684975554,9,17.74778789961795,Premium,West,Loans,2020-12-19 16:10:05.405405404,gmail.com,True,True,Billing issues need to be resolved.,0
244,69,51653.11918890064,740.0,15231.667636005628,12,27.133277769466616,Standard,South,Investment,2020-12-21 03:14:35.675675676,outlook.com,True,False,"Great service, very satisfied!",0
245,30,46181.77017223314,832.0,1285.6180885283195,4,16.690340424769268,Standard,North,Insurance,2020-12-22 14:19:05.945945944,company.com,True,True,Would recommend to others.,0
246,58,56259.483036337035,495.0,10573.93530487002,12,5.997990519599624,Standard,North,Loans,2020-12-24 01:23:36.216216216,company.com,True,True,Customer service was helpful and friendly.,0
247,20,26114.591463084947,818.0,8271.914488734315,16,3.041869637956683,Standard,West,Loans,2020-12-25 12:28:06.486486484,outlook.com,True,False,Love the new mobile app features!,0
248,56,55543.63158717493,369.0,5652.874661584655,8,9.022564034119414,Standard,West,Insurance,2020-12-26 23:32:36.756756756,yahoo.com,True,True,Would recommend to others.,0
249,23,35633.93167658502,698.0,4904.535428005761,6,29.966006411102533,Basic,North,Investment,2020-12-28 10:37:07.027027024,yahoo.com,True,True,Would recommend to others.,0
250,25,68117.75222981005,502.0,1903.006443076582,8,6.448607133551668,Basic,North,Investment,2020-12-29 21:41:37.297297296,yahoo.com,False,True,Excellent products and fast delivery!,0
251,44,36550.64301258969,447.0,8475.272720803527,9,0.9179853532915665,Standard,South,Insurance,2020-12-31 08:46:07.567567568,yahoo.com,True,True,"Poor customer support, disappointed.",0
252,26,36897.80465618136,771.0,3480.9135303437024,11,5.4765970916972995,Standard,West,Investment,2021-01-01 19:50:37.837837836,outlook.com,True,True,Would recommend to others.,0
253,79,,498.0,367.6491821004391,18,18.470281979691404,Standard,South,Insurance,2021-01-03 06:55:08.108108108,gmail.com,True,True,"Poor customer support, disappointed.",0
254,54,50284.23777632394,725.0,1876.1091148861183,10,20.186661773512284,Basic,North,Investment,2021-01-04 17:59:38.378378376,company.com,True,False,Overall positive experience.,0
255,50,95533.03252797676,791.0,13689.74616870432,7,3.2741439897151747,Basic,Central,Investment,2021-01-06 05:04:08.648648648,company.com,False,False,"Great service, very satisfied!",0
256,68,20000.0,441.0,9508.326851074218,5,3.2210590907481773,Standard,Central,Insurance,2021-01-07 16:08:38.918918916,yahoo.com,True,True,Not happy with the pricing structure.,0
257,59,52197.05893909489,612.0,20060.79100566107,13,13.934492863727332,Standard,North,Insurance,2021-01-09 03:13:09.189189188,outlook.com,True,True,Customer service was helpful and friendly.,0
258,61,72592.98969944741,464.0,4944.218180842733,11,2.7920629317986263,Standard,West,Investment,2021-01-10 14:17:39.459459460,gmail.com,True,False,Excellent products and fast delivery!,0
259,41,38433.72154145398,613.0,1421.8383434090415,14,3.684083404078438,Standard,Central,Insurance,2021-01-12 01:22:09.729729728,gmail.com,True,True,Excellent products and fast delivery!,0
260,32,31788.8431052024,320.0,888.5513238726122,12,22.927012458441467,Standard,West,Investment,2021-01-13 12:26:40.000000000,company.com,True,True,Not happy with the pricing structure.,1
261,76,32582.70704707343,381.0,1034.5946793379462,11,10.418093654818282,Standard,Central,Cards,2021-01-14 23:31:10.270270268,yahoo.com,False,False,Not happy with the pricing structure.,0
262,71,20000.0,430.0,99.97108581272794,11,4.6767045333202635,Standard,West,Loans,2021-01-16 10:35:40.540540540,company.com,True,False,Billing issues need to be resolved.,1
263,49,76994.0925462139,604.0,2477.0758110719253,7,10.912849368696882,Premium,Central,Loans,2021-01-17 21:40:10.810810808,company.com,True,True,Love the new mobile app features!,0
264,49,43407.65316387184,670.0,1062.4257749256965,8,2.9342716379629508,Basic,West,Investment,2021-01-19 08:44:41.081081080,gmail.com,True,True,Billing issues need to be resolved.,0
265,41,41039.45720399539,683.0,2652.212755409366,9,14.174890563756989,Basic,South,Loans,2021-01-20 19:49:11.351351352,outlook.com,True,True,"Average experience, could be better.",0
266,58,20000.0,744.0,13666.411743682294,4,3.9638480648440155,Standard,West,Investment,2021-01-22 06:53:41.621621620,gmail.com,False,False,"Average experience, could be better.",0
267,69,21325.828550762304,724.0,2815.3355175838205,17,4.203037867737523,Standard,South,Insurance,2021-01-23 17:58:11.891891892,company.com,True,True,"Great service, very satisfied!",0
268,66,79307.79511038188,460.0,10518.035842136438,11,23.68342673985266,Premium,South,Cards,2021-01-25 05:02:42.162162160,yahoo.com,True,False,Overall positive experience.,0
269,79,56062.11332201157,477.0,4650.741107228486,12,14.24792719837882,Premium,North,Loans,2021-01-26 16:07:12.432432432,yahoo.com,True,True,Customer service was helpful and friendly.,0
270,66,73330.01659850212,789.0,1419.323869155016,11,2.331221083085809,Standard,South,Loans,2021-01-28 03:11:42.702702700,outlook.com,True,True,Excellent products and fast delivery!,0
271,75,70799.8487965966,626.0,2199.155246025223,11,12.844083887251013,Standard,East,Insurance,2021-01-29 14:16:12.972972972,outlook.com,True,True,Would recommend to others.,0
272,69,29987.59438854119,588.0,438.255375881352,12,1.8030688604590255,Basic,South,Cards,2021-01-31 01:20:43.243243240,outlook.com,True,False,Love the new mobile app features!,1
273,29,98596.95457307938,653.0,2028.2950865067628,9,16.909961861613723,Standard,West,Cards,2021-02-01 12:25:13.513513512,company.com,True,True,"Poor customer support, disappointed.",0
274,79,88994.6519120246,327.0,5658.895568042122,9,13.542151733295453,Standard,South,Cards,2021-02-02 23:29:43.783783784,company.com,False,True,Would recommend to others.,0
275,56,38724.6711575393,342.0,374.21632785228957,8,19.36066584976182,Standard,West,Insurance,2021-02-04 10:34:14.054054052,outlook.com,True,False,"Poor customer support, disappointed.",0
276,19,20000.0,722.0,1149.5910408277095,12,7.107924860559992,Premium,West,Loans,2021-02-05 21:38:44.324324324,yahoo.com,False,False,Website is hard to navigate.,0
277,20,42869.35820111847,476.0,2401.8138328639793,16,6.658613750364321,Premium,East,Loans,2021-02-07 08:43:14.594594592,yahoo.com,True,True,Not happy with the pricing structure.,0
278,66,54765.92524242897,828.0,20100.69685698947,7,1.3927464303872281,Basic,South,Cards,2021-02-08 19:47:44.864864864,yahoo.com,True,True,"Great service, very satisfied!",0
279,54,38645.61930448619,793.0,7682.373866875759,7,0.7731845445730811,Basic,South,Insurance,2021-02-10 06:52:15.135135132,company.com,True,False,Website is hard to navigate.,0
280,66,45569.55806630566,497.0,6611.6565243793675,7,19.10858216490611,Standard,Central,Insurance,2021-02-11 17:56:45.405405404,gmail.com,False,False,Website is hard to navigate.,0
281,73,33426.83927324411,816.0,617.5712692398561,13,5.492744923072567,Standard,Central,Insurance,2021-02-13 05:01:15.675675676,yahoo.com,True,True,Overall positive experience.,1
282,34,68432.69436707695,813.0,7593.323993624746,10,1.4450743090058584,Basic,North,Cards,2021-02-14 16:05:45.945945944,yahoo.com,True,False,Customer service was helpful and friendly.,0
283,76,51272.664807371104,321.0,7691.841596176337,12,3.0717109464940773,Premium,West,Insurance,2021-02-16 03:10:16.216216216,yahoo.com,True,True,Excellent products and fast delivery!,0
284,66,69030.28125885908,411.0,4595.256388689759,12,1.7101007391627085,Basic,East,Cards,2021-02-17 14:14:46.486486484,outlook.com,False,False,Account management is confusing.,0
285,19,74444.06692415875,356.0,23210.095210251468,7,6.4156368010550455,Standard,Central,Cards,2021-02-19 01:19:16.756756756,company.com,False,True,Love the new mobile app features!,0
286,19,20000.0,365.0,1967.0940789981594,6,8.426942744375632,Standard,South,Cards,2021-02-20 12:23:47.027027024,outlook.com,True,True,Account management is confusing.,0
287,45,34589.55578331794,,14174.231483547266,4,13.221653559134731,Standard,North,Investment,2021-02-21 23:28:17.297297296,outlook.com,False,True,Would recommend to others.,0
288,71,37519.41412718913,443.0,12309.728309573698,7,5.0887729146900496,Standard,East,Cards,2021-02-23 10:32:47.567567568,gmail.com,True,False,"Poor customer support, disappointed.",0
289,40,101427.44719377566,734.0,57.735356559268595,9,9.652292043067357,Basic,South,Insurance,2021-02-24 21:37:17.837837840,outlook.com,False,False,"Poor customer support, disappointed.",0
290,54,52980.107338006484,385.0,2990.244447601488,7,16.843579818492604,Premium,South,Investment,2021-02-26 08:41:48.108108104,gmail.com,True,True,"Poor customer support, disappointed.",0
291,49,66251.21192726129,643.0,18884.016174611923,8,3.4183459023970517,Standard,West,Loans,2021-02-27 19:46:18.378378376,outlook.com,True,True,"Average experience, could be better.",0
292,50,20000.0,593.0,544.1736209537663,6,0.5349964799438279,Premium,West,Loans,2021-03-01 06:50:48.648648648,yahoo.com,True,True,Customer service was helpful and friendly.,1
293,18,52864.30904995043,542.0,3967.98436351905,4,13.456655884664857,Basic,Central,Insurance,2021-03-02 17:55:18.918918920,company.com,True,False,"Great service, very satisfied!",0
294,36,69565.85964232514,331.0,19306.057057460373,12,37.180544023257134,Standard,Central,Insurance,2021-03-04 04:59:49.189189184,outlook.com,True,False,Would recommend to others.,0
295,79,67239.30170120312,690.0,4053.9746480308013,6,8.285949342654014,Basic,South,Insurance,2021-03-05 16:04:19.459459456,gmail.com,True,False,"Poor customer support, disappointed.",0
296,19,62467.98877832703,576.0,1052.465181432325,11,9.705942241818516,Standard,South,Insurance,2021-03-07 03:08:49.729729728,company.com,True,True,Overall positive experience.,0
297,70,50260.01012990251,831.0,4363.5614603220665,10,7.8414239533020265,Premium,Central,Investment,2021-03-08 14:13:20.000000000,gmail.com,True,False,"Poor customer support, disappointed.",0
298,61,51231.37241250902,453.0,1143.5486561414114,11,7.186145703493569,Premium,Central,Insurance,2021-03-10 01:17:50.270270272,yahoo.com,True,True,Account management is confusing.,0
299,43,20000.0,682.0,3666.7662291687216,11,2.487256016043871,Standard,South,Cards,2021-03-11 12:22:20.540540536,outlook.com,False,True,"Great service, very satisfied!",0
300,49,31989.342296257128,367.0,384.6331853664536,11,15.424502616420474,Standard,East,Loans,2021-03-12 23:26:50.810810808,company.com,False,True,"Average experience, could be better.",1
301,23,54618.87912776327,513.0,4650.461043228481,7,5.068433297745339,Standard,South,Insurance,2021-03-14 10:31:21.081081080,yahoo.com,False,True,Overall positive experience.,0
302,49,35680.48386147589,675.0,3636.5190561878035,6,3.489495837384432,Premium,East,Cards,2021-03-15 21:35:51.351351352,outlook.com,True,False,Website is hard to navigate.,0
303,72,,512.0,6738.472448657655,13,11.947964460126784,Standard,East,Insurance,2021-03-17 08:40:21.621621624,outlook.com,True,False,"Great service, very satisfied!",0
304,21,59335.651005297244,378.0,4980.736164701304,9,8.525394197601555,Standard,South,Cards,2021-03-18 19:44:51.891891888,gmail.com,False,True,Website is hard to navigate.,0
305,72,77347.40509443988,680.0,3988.165599752852,11,10.533330679643647,Standard,North,Investment,2021-03-20 06:49:22.162162160,gmail.com,False,True,Not happy with the pricing structure.,0
306,28,69165.07652305142,357.0,5852.349231610524,14,4.760567708849757,Basic,Central,Loans,2021-03-21 17:53:52.432432432,yahoo.com,True,True,Billing issues need to be resolved.,0
307,73,54545.22818269136,325.0,777.0852358313872,12,3.043755722308478,Standard,West,Loans,2021-03-23 04:58:22.702702704,gmail.com,True,True,"Poor customer support, disappointed.",0
308,76,64959.608681238315,746.0,4523.783294590986,12,2.7221078035171216,Basic,South,Investment,2021-03-24 16:02:52.972972968,yahoo.com,True,True,"Great service, very satisfied!",0
309,34,70102.04324599312,365.0,944.3785590381516,11,10.200932244676235,Premium,East,Cards,2021-03-26 03:07:23.243243240,yahoo.com,True,True,Billing issues need to be resolved.,0
310,55,39851.25428184035,553.0,12986.271450032109,14,6.098912106562661,Standard,South,Insurance,2021-03-27 14:11:53.513513512,yahoo.com,True,False,Love the new mobile app features!,0
311,41,43413.38003360396,343.0,353.90505080214297,8,4.222998598610047,Standard,Central,Cards,2021-03-29 01:16:23.783783784,gmail.com,True,False,Overall positive experience.,0
312,22,48063.47925213179,396.0,2813.8829498506516,8,9.394116319188232,Standard,East,Loans,2021-03-30 12:20:54.054054056,company.com,False,False,Customer service was helpful and friendly.,0
313,69,40489.38911671301,526.0,5950.308037301851,12,2.459758231178056,Standard,West,Investment,2021-03-31 23:25:24.324324320,yahoo.com,True,False,Not happy with the pricing structure.,0
314,51,70313.73890126968,735.0,3062.651296599896,13,7.801979868119235,Standard,West,Investment,2021-04-02 10:29:54.594594592,company.com,True,False,Love the new mobile app features!,0
315,23,37453.78916645392,678.0,483.0790516261098,12,19.88887024507804,Standard,West,Cards,2021-04-03 21:34:24.864864864,outlook.com,True,True,Love the new mobile app features!,0
316,39,75033.02942799649,477.0,4030.224774231319,6,38.8593458090503,Standard,North,Cards,2021-04-05 08:38:55.135135136,gmail.com,False,False,Not happy with the pricing structure.,0
317,28,42660.53602239235,726.0,5130.973165856048,8,13.461888544538445,Basic,East,Investment,2021-04-06 19:43:25.405405400,gmail.com,True,True,Account management is confusing.,0
318,65,59447.93285678716,606.0,6083.472093208514,6,18.493327849300442,Basic,East,Loans,2021-04-08 06:47:55.675675672,company.com,True,False,Website is hard to navigate.,0
319,33,53328.302975257764,,2336.116006803661,15,9.205288562152486,Standard,North,Insurance,2021-04-09 17:52:25.945945944,outlook.com,True,True,"Great service, very satisfied!",0
320,50,30480.403834166664,567.0,4146.667283111224,7,5.613014200132418,Premium,East,Insurance,2021-04-11 04:56:56.216216216,outlook.com,True,False,Excellent products and fast delivery!,0
321,26,49602.20541018419,307.0,2995.4295828949175,9,4.088123608333637,Basic,North,Cards,2021-04-12 16:01:26.486486488,yahoo.com,True,True,"Poor customer support, disappointed.",0
322,77,56672.870629011944,807.0,5574.562675244617,11,8.404201130006413,Basic,South,Investment,2021-04-14 03:05:56.756756752,gmail.com,True,True,Overall positive experience.,0
323,76,48714.14625779004,775.0,4380.02801510025,5,4.173379269074524,Standard,Central,Investment,2021-04-15 14:10:27.027027024,outlook.com,True,True,"Average experience, could be better.",0
324,23,23145.868829874318,,3730.1689238442236,9,3.592319199060089,Standard,West,Investment,2021-04-17 01:14:57.297297296,outlook.com,True,True,Account management is confusing.,0
325,33,84028.58487052342,463.0,1435.2404795419163,6,0.9278856804411824,Basic,North,Loans,2021-04-18 12:19:27.567567568,yahoo.com,True,False,"Great service, very satisfied!",0
326,46,51753.98965723472,784.0,10.102788503831999,8,8.95764591915981,Basic,North,Cards,2021-04-19 23:23:57.837837840,yahoo.com,True,True,Would recommend to others.,0
327,20,34113.948496729565,371.0,956.2969543623578,9,6.8953908661487615,Standard,North,Cards,2021-04-21 10:28:28.108108104,company.com,True,True,Would recommend to others.,1
